Year,Month,Day,Hour,N_Room,N_Dinning Room,N_Gym,N_Therapy Room,N_Living Room,N_Terrace,N_TV Room
2024,5,6,9,24,12,0,0,0,0,0
2024,5,6,10,55,0,0,0,0,0,0
2024,5,6,11,30,2,0,0,0,0,0
2024,5,6,12,0,56,0,0,0,0,0
2024,5,6,13,0,0,48,0,0,0,0
2024,5,6,14,0,0,25,0,0,12,0
2024,5,6,15,0,0,0,0,0,41,0
2024,5,6,16,27,12,0,0,0,12,0
2024,5,6,17,28,0,0,12,0,0,0
2024,5,6,18,0,0,0,43,0,0,0
2024,5,6,19,0,39,0,21,0,0,0
2024,5,6,20,28,19,0,0,0,0,0
2024,5,6,21,9,0,0,0,0,0,0
2024,5,6,22,0,0,0,0,0,0,0
2024,5,6,23,0,0,0,0,0,0,0
2024,5,7,0,0,0,0,0,0,0,0
2024,5,7,1,0,0,0,0,0,0,0
2024,5,7,2,0,0,0,0,0,0,0
2024,5,7,3,0,0,0,0,0,0,0
2024,5,7,4,0,0,0,0,0,0,0
2024,5,7,5,0,0,0,0,0,0,0
2024,5,7,6,0,0,0,0,0,0,0
2024,5,7,7,0,0,0,0,0,0,0
2024,5,7,8,0,7,0,0,0,0,0
2024,5,7,9,0,36,0,0,0,0,0
2024,5,7,10,34,21,0,0,0,0,0
2024,5,7,11,47,3,0,0,0,0,0
2024,5,7,12,0,41,0,0,0,0,0
2024,5,7,13,0,20,0,0,0,0,29
2024,5,7,14,0,0,0,0,19,0,39
2024,5,7,15,0,3,0,0,48,0,0
2024,5,7,16,0,39,16,0,0,0,0
2024,5,7,17,0,0,23,18,0,0,0
2024,5,7,18,0,0,0,45,0,0,0
2024,5,7,19,0,18,0,15,0,0,0
2024,5,7,20,0,38,0,0,0,0,0
2024,5,7,21,0,0,0,0,0,0,0
2024,5,7,22,0,0,0,0,0,0,0
2024,5,7,23,0,0,0,0,0,0,0
2024,5,8,0,0,0,0,0,0,0,0
2024,5,8,1,0,0,0,0,0,0,0
2024,5,8,2,0,0,0,0,0,0,0
2024,5,8,3,0,0,0,0,0,0,0
2024,5,8,4,0,0,0,0,0,0,0
2024,5,8,5,0,0,0,0,0,0,0
2024,5,8,6,0,0,0,0,0,0,0
2024,5,8,7,0,0,0,0,0,0,0
2024,5,8,8,0,0,0,0,0,0,0
2024,5,8,9,0,34,0,0,0,0,0
2024,5,8,10,57,2,0,0,0,0,0
2024,5,8,11,56,0,0,0,0,0,0
2024,5,8,12,28,18,0,0,0,0,0
2024,5,8,13,0,15,0,0,29,0,0
2024,5,8,14,0,0,0,0,42,0,0
2024,5,8,15,0,2,30,0,6,12,0
2024,5,8,16,0,58,0,2,0,0,0
2024,5,8,17,0,0,0,48,0,0,8
2024,5,8,18,17,13,0,0,0,0,6
2024,5,8,19,0,41,0,0,0,0,0
2024,5,8,20,36,10,0,0,0,0,0
2024,5,8,21,15,0,0,0,0,0,0
2024,5,8,22,0,0,0,0,0,0,0
2024,5,8,23,0,0,0,0,0,0,0
2024,5,9,0,0,0,0,0,0,0,0
2024,5,9,1,0,0,0,0,0,0,0
2024,5,9,2,0,0,0,0,0,0,0
2024,5,9,3,0,0,0,0,0,0,0
2024,5,9,4,0,0,0,0,0,0,0
2024,5,9,5,0,0,0,0,0,0,0
2024,5,9,6,0,0,0,0,0,0,0
2024,5,9,7,0,0,0,0,0,0,0
2024,5,9,8,0,0,0,0,0,0,0
2024,5,9,9,0,15,8,0,0,0,0
2024,5,9,10,0,0,53,0,0,0,0
2024,5,9,11,0,2,8,30,0,0,0
2024,5,9,12,0,51,0,0,0,0,0
2024,5,9,13,0,20,0,0,38,0,0
2024,5,9,14,0,0,0,0,50,6,0
2024,5,9,15,45,0,0,0,0,0,0
2024,5,9,16,3,17,0,29,0,0,0
2024,5,9,17,0,0,0,46,0,0,0
2024,5,9,18,0,0,0,29,0,0,18
2024,5,9,19,0,29,0,0,0,0,13
2024,5,9,20,43,7,0,0,0,0,0
2024,5,9,21,25,0,0,0,0,0,0
2024,5,9,22,0,0,0,0,0,0,0
2024,5,9,23,0,0,0,0,0,0,0
2024,5,10,0,0,0,0,0,0,0,0
2024,5,10,1,0,0,0,0,0,0,0
2024,5,10,2,0,0,0,0,0,0,0
2024,5,10,3,0,0,0,0,0,0,0
2024,5,10,4,0,0,0,0,0,0,0
2024,5,10,5,0,0,0,0,0,0,0
2024,5,10,6,0,0,0,0,0,0,0
2024,5,10,7,0,0,0,0,0,0,0
2024,5,10,8,0,0,0,0,0,0,0
2024,5,10,9,0,5,15,0,0,0,0
2024,5,10,10,0,0,54,0,0,0,0
2024,5,10,11,0,0,15,43,0,0,0
2024,5,10,12,0,29,0,17,0,0,0
2024,5,10,13,24,19,0,0,0,0,0
2024,5,10,14,27,0,0,0,0,0,14
2024,5,10,15,0,0,0,0,35,0,10
2024,5,10,16,37,3,0,0,12,0,0
2024,5,10,17,59,0,0,0,0,0,0
2024,5,10,18,14,0,0,0,0,29,0
2024,5,10,19,0,35,0,0,0,22,0
2024,5,10,20,10,36,0,0,0,0,0
2024,5,10,21,13,0,0,0,0,0,0
2024,5,10,22,0,0,0,0,0,0,0
2024,5,10,23,0,0,0,0,0,0,0
2024,5,11,0,0,0,0,0,0,0,0
2024,5,11,1,0,0,0,0,0,0,0
2024,5,11,2,0,0,0,0,0,0,0
2024,5,11,3,0,0,0,0,0,0,0
2024,5,11,4,0,0,0,0,0,0,0
2024,5,11,5,0,0,0,0,0,0,0
2024,5,11,6,0,0,0,0,0,0,0
2024,5,11,7,0,0,0,0,0,0,0
2024,5,11,8,0,0,0,0,0,0,0
2024,5,11,9,0,33,11,0,0,0,0
2024,5,11,10,0,0,39,0,0,0,0
2024,5,11,11,0,0,10,29,0,0,0
2024,5,11,12,0,18,0,40,0,0,0
2024,5,11,13,0,14,0,0,8,0,0
2024,5,11,14,0,0,0,0,49,0,0
2024,5,11,15,0,13,0,0,24,18,0
2024,5,11,16,0,34,0,1,0,0,0
2024,5,11,17,0,0,0,43,0,0,0
2024,5,11,18,0,0,0,15,0,0,21
2024,5,11,19,0,34,0,0,0,0,13
2024,5,11,20,15,22,0,0,0,0,0
2024,5,11,21,14,0,0,0,0,0,0
2024,5,11,22,0,0,0,0,0,0,0
2024,5,11,23,0,0,0,0,0,0,0
2024,5,12,0,0,0,0,0,0,0,0
2024,5,12,1,0,0,0,0,0,0,0
2024,5,12,2,0,0,0,0,0,0,0
2024,5,12,3,0,0,0,0,0,0,0
2024,5,12,4,0,0,0,0,0,0,0
2024,5,12,5,0,0,0,0,0,0,0
2024,5,12,6,0,0,0,0,0,0,0
2024,5,12,7,0,0,0,0,0,0,0
2024,5,12,8,0,4,0,0,0,0,0
2024,5,12,9,0,49,0,0,0,0,0
2024,5,12,10,36,9,0,0,0,0,0
2024,5,12,11,48,0,0,0,0,0,0
2024,5,12,12,20,32,0,0,0,0,0
2024,5,12,13,0,12,25,0,0,0,0
2024,5,12,14,0,0,32,0,0,0,0
2024,5,12,15,0,0,4,0,0,32,0
2024,5,12,16,43,0,0,0,0,0,0
2024,5,12,17,50,0,0,0,0,0,0
2024,5,12,18,11,3,0,38,0,0,0
2024,5,12,19,0,32,0,0,0,0,0
2024,5,12,20,26,15,0,0,0,0,0
2024,5,12,21,0,0,0,0,0,0,0
2024,5,12,22,0,0,0,0,0,0,0
2024,5,12,23,0,0,0,0,0,0,0
2024,5,13,0,0,0,0,0,0,0,0
2024,5,13,1,0,0,0,0,0,0,0
2024,5,13,2,0,0,0,0,0,0,0
2024,5,13,3,0,0,0,0,0,0,0
2024,5,13,4,0,0,0,0,0,0,0
2024,5,13,5,0,0,0,0,0,0,0
2024,5,13,6,0,0,0,0,0,0,0
2024,5,13,7,0,0,0,0,0,0,0
2024,5,13,8,0,0,0,0,0,0,0
2024,5,13,9,18,23,0,0,0,0,0
2024,5,13,10,51,0,0,0,0,0,0
2024,5,13,11,56,0,0,0,0,0,0
2024,5,13,12,21,27,0,0,0,0,0
2024,5,13,13,0,0,0,0,0,0,35
2024,5,13,14,0,0,0,0,0,0,47
2024,5,13,15,0,0,0,0,28,23,0
2024,5,13,16,0,35,0,0,0,0,0
2024,5,13,17,0,0,26,17,0,0,0
2024,5,13,18,0,0,0,35,0,0,0
2024,5,13,19,0,40,0,16,0,0,0
2024,5,13,20,48,12,0,0,0,0,0
2024,5,13,21,4,0,0,0,0,0,0
2024,5,13,22,0,0,0,0,0,0,0
2024,5,13,23,0,0,0,0,0,0,0
2024,5,14,0,0,0,0,0,0,0,0
2024,5,14,1,0,0,0,0,0,0,0
2024,5,14,2,0,0,0,0,0,0,0
2024,5,14,3,0,0,0,0,0,0,0
2024,5,14,4,0,0,0,0,0,0,0
2024,5,14,5,0,0,0,0,0,0,0
2024,5,14,6,0,0,0,0,0,0,0
2024,5,14,7,0,0,0,0,0,0,0
2024,5,14,8,0,0,0,0,0,0,0
2024,5,14,9,0,27,0,0,0,0,0
2024,5,14,10,36,10,0,0,0,0,0
2024,5,14,11,46,0,0,0,0,0,0
2024,5,14,12,27,21,0,0,0,0,0
2024,5,14,13,0,20,0,0,28,0,0
2024,5,14,14,0,0,0,0,44,10,0
2024,5,14,15,0,0,13,0,0,16,0
2024,5,14,16,0,3,17,34,0,0,0
2024,5,14,17,9,0,0,18,0,0,0
2024,5,14,18,42,0,0,0,0,0,0
2024,5,14,19,24,21,0,0,0,0,0
2024,5,14,20,43,0,0,0,0,0,0
2024,5,14,21,28,0,0,0,0,0,0
2024,5,14,22,0,0,0,0,0,0,0
2024,5,14,23,0,0,0,0,0,0,0
2024,5,15,0,0,0,0,0,0,0,0
2024,5,15,1,0,0,0,0,0,0,0
2024,5,15,2,0,0,0,0,0,0,0
2024,5,15,3,0,0,0,0,0,0,0
2024,5,15,4,0,0,0,0,0,0,0
2024,5,15,5,0,0,0,0,0,0,0
2024,5,15,6,0,0,0,0,0,0,0
2024,5,15,7,0,0,0,0,0,0,0
2024,5,15,8,0,6,0,0,0,0,0
2024,5,15,9,0,43,0,0,0,0,0
2024,5,15,10,0,27,24,0,0,0,0
2024,5,15,11,0,0,43,0,0,0,0
2024,5,15,12,0,42,1,8,0,0,0
2024,5,15,13,23,37,0,0,0,0,0
2024,5,15,14,31,0,0,0,0,0,11
2024,5,15,15,0,0,0,0,6,0,45
2024,5,15,16,27,0,0,0,24,0,0
2024,5,15,17,54,0,0,0,0,0,0
2024,5,15,18,25,0,0,0,0,11,0
2024,5,15,19,0,34,0,0,0,3,0
2024,5,15,20,39,0,0,0,0,0,0
2024,5,15,21,0,0,0,0,0,0,0
2024,5,15,22,0,0,0,0,0,0,0
2024,5,15,23,0,0,0,0,0,0,0
2024,5,16,0,0,0,0,0,0,0,0
2024,5,16,1,0,0,0,0,0,0,0
2024,5,16,2,0,0,0,0,0,0,0
2024,5,16,3,0,0,0,0,0,0,0
2024,5,16,4,0,0,0,0,0,0,0
2024,5,16,5,0,0,0,0,0,0,0
2024,5,16,6,0,0,0,0,0,0,0
2024,5,16,7,0,0,0,0,0,0,0
2024,5,16,8,1,24,0,0,0,0,0
2024,5,16,9,0,26,6,0,0,0,0
2024,5,16,10,0,0,22,24,0,0,0
2024,5,16,11,0,4,0,56,0,0,0
2024,5,16,12,0,49,0,0,0,0,0
2024,5,16,13,0,20,0,0,10,0,0
2024,5,16,14,0,0,0,0,47,0,0
2024,5,16,15,13,17,0,0,23,0,0
2024,5,16,16,0,35,0,19,0,0,0
2024,5,16,17,0,0,0,57,0,0,0
2024,5,16,18,0,6,0,4,0,0,36
2024,5,16,19,0,48,0,0,0,0,0
2024,5,16,20,0,24,0,0,0,0,0
2024,5,16,21,0,0,0,0,0,0,0
2024,5,16,22,0,0,0,0,0,0,0
2024,5,16,23,0,0,0,0,0,0,0
2024,5,17,0,0,0,0,0,0,0,0
2024,5,17,1,0,0,0,0,0,0,0
2024,5,17,2,0,0,0,0,0,0,0
2024,5,17,3,0,0,0,0,0,0,0
2024,5,17,4,0,0,0,0,0,0,0
2024,5,17,5,0,0,0,0,0,0,0
2024,5,17,6,0,0,0,0,0,0,0
2024,5,17,7,0,0,0,0,0,0,0
2024,5,17,8,0,0,0,0,0,0,0
2024,5,17,9,0,33,0,0,0,0,0
2024,5,17,10,21,22,0,0,0,0,0
2024,5,17,11,45,6,0,0,0,0,0
2024,5,17,12,0,49,0,0,0,0,0
2024,5,17,13,0,55,0,0,0,0,3
2024,5,17,14,0,0,0,0,15,0,35
2024,5,17,15,0,0,0,0,50,0,0
2024,5,17,16,0,19,27,0,9,0,0
2024,5,17,17,0,0,45,11,0,0,0
2024,5,17,18,0,0,0,35,0,0,0
2024,5,17,19,0,43,0,4,0,0,0
2024,5,17,20,17,36,0,0,0,0,0
2024,5,17,21,23,0,0,0,0,0,0
2024,5,17,22,0,0,0,0,0,0,0
2024,5,17,23,0,0,0,0,0,0,0
2024,5,18,0,0,0,0,0,0,0,0
2024,5,18,1,0,0,0,0,0,0,0
2024,5,18,2,0,0,0,0,0,0,0
2024,5,18,3,0,0,0,0,0,0,0
2024,5,18,4,0,0,0,0,0,0,0
2024,5,18,5,0,0,0,0,0,0,0
2024,5,18,6,0,0,0,0,0,0,0
2024,5,18,7,0,0,0,0,0,0,0
2024,5,18,8,0,6,0,0,0,0,0
2024,5,18,9,0,46,0,0,0,0,0
2024,5,18,10,38,17,0,0,0,0,0
2024,5,18,11,41,0,0,0,0,0,0
2024,5,18,12,2,55,0,0,0,0,0
2024,5,18,13,0,17,10,0,0,0,0
2024,5,18,14,0,0,57,0,0,0,0
2024,5,18,15,0,0,1,0,0,56,0
2024,5,18,16,22,0,0,0,0,26,0
2024,5,18,17,54,0,0,0,0,0,0
2024,5,18,18,6,0,0,50,0,0,0
2024,5,18,19,0,30,0,20,0,0,0
2024,5,18,20,28,10,0,0,0,0,0
2024,5,18,21,0,0,0,0,0,0,0
2024,5,18,22,0,0,0,0,0,0,0
2024,5,18,23,0,0,0,0,0,0,0
2024,5,19,0,0,0,0,0,0,0,0
2024,5,19,1,0,0,0,0,0,0,0
2024,5,19,2,0,0,0,0,0,0,0
2024,5,19,3,0,0,0,0,0,0,0
2024,5,19,4,0,0,0,0,0,0,0
2024,5,19,5,0,0,0,0,0,0,0
2024,5,19,6,0,0,0,0,0,0,0
2024,5,19,7,0,0,0,0,0,0,0
2024,5,19,8,19,0,0,0,0,0,0
2024,5,19,9,41,16,0,0,0,0,0
2024,5,19,10,43,0,0,0,0,0,0
2024,5,19,11,47,0,0,0,0,0,0
2024,5,19,12,1,55,0,0,0,0,0
2024,5,19,13,0,40,0,0,8,0,0
2024,5,19,14,0,0,0,0,14,30,0
2024,5,19,15,0,0,22,0,0,19,0
2024,5,19,16,0,0,2,30,0,0,0
2024,5,19,17,15,0,0,17,0,0,5
2024,5,19,18,51,0,0,0,0,0,0
2024,5,19,19,37,20,0,0,0,0,0
2024,5,19,20,25,3,0,0,0,0,0
2024,5,19,21,0,0,0,0,0,0,0
2024,5,19,22,0,0,0,0,0,0,0
2024,5,19,23,0,0,0,0,0,0,0
2024,5,20,0,0,0,0,0,0,0,0
2024,5,20,1,0,0,0,0,0,0,0
2024,5,20,2,0,0,0,0,0,0,0
2024,5,20,3,0,0,0,0,0,0,0
2024,5,20,4,0,0,0,0,0,0,0
2024,5,20,5,0,0,0,0,0,0,0
2024,5,20,6,0,0,0,0,0,0,0
2024,5,20,7,0,0,0,0,0,0,0
2024,5,20,8,0,0,0,0,0,0,0
2024,5,20,9,0,25,9,0,0,0,0
2024,5,20,10,0,0,38,0,0,0,0
2024,5,20,11,0,0,37,0,0,0,0
2024,5,20,12,0,41,9,0,0,0,0
2024,5,20,13,12,34,0,0,0,0,0
2024,5,20,14,34,0,0,0,0,0,10
2024,5,20,15,0,16,0,0,15,0,20
2024,5,20,16,35,15,0,0,0,0,0
2024,5,20,17,48,0,0,0,0,0,0
2024,5,20,18,31,0,0,0,0,5,0
2024,5,20,19,0,45,0,0,0,0,0
2024,5,20,20,12,34,0,0,0,0,0
2024,5,20,21,12,0,0,0,0,0,0
2024,5,20,22,0,0,0,0,0,0,0
2024,5,20,23,0,0,0,0,0,0,0
2024,5,21,0,0,0,0,0,0,0,0
2024,5,21,1,0,0,0,0,0,0,0
2024,5,21,2,0,0,0,0,0,0,0
2024,5,21,3,0,0,0,0,0,0,0
2024,5,21,4,0,0,0,0,0,0,0
2024,5,21,5,0,0,0,0,0,0,0
2024,5,21,6,0,0,0,0,0,0,0
2024,5,21,7,0,0,0,0,0,0,0
2024,5,21,8,0,0,0,0,0,0,0
2024,5,21,9,13,21,0,0,0,0,0
2024,5,21,10,50,0,0,0,0,0,0
2024,5,21,11,50,0,0,0,0,0,0
2024,5,21,12,5,44,0,0,0,0,0
2024,5,21,13,0,34,0,0,14,0,0
2024,5,21,14,0,0,0,0,26,0,0
2024,5,21,15,0,0,7,0,0,30,0
2024,5,21,16,0,8,13,21,0,0,0
2024,5,21,17,0,0,0,37,0,0,19
2024,5,21,18,49,0,0,0,0,0,7
2024,5,21,19,1,43,0,0,0,0,0
2024,5,21,20,0,47,0,0,0,0,0
2024,5,21,21,21,0,0,0,0,0,0
2024,5,21,22,0,0,0,0,0,0,0
2024,5,21,23,0,0,0,0,0,0,0
2024,5,22,0,0,0,0,0,0,0,0
2024,5,22,1,0,0,0,0,0,0,0
2024,5,22,2,0,0,0,0,0,0,0
2024,5,22,3,0,0,0,0,0,0,0
2024,5,22,4,0,0,0,0,0,0,0
2024,5,22,5,0,0,0,0,0,0,0
2024,5,22,6,0,0,0,0,0,0,0
2024,5,22,7,0,0,0,0,0,0,0
2024,5,22,8,0,0,0,0,0,0,0
2024,5,22,9,0,39,0,0,0,0,0
2024,5,22,10,0,30,24,0,0,0,0
2024,5,22,11,0,0,6,45,0,0,0
2024,5,22,12,0,8,0,35,0,0,0
2024,5,22,13,0,33,0,0,6,0,0
2024,5,22,14,0,0,0,0,50,0,0
2024,5,22,15,13,9,0,0,18,7,0
2024,5,22,16,0,29,0,14,0,0,0
2024,5,22,17,0,0,0,52,0,0,0
2024,5,22,18,0,0,0,23,0,0,25
2024,5,22,19,0,20,0,0,0,0,10
2024,5,22,20,2,41,0,0,0,0,0
2024,5,22,21,0,0,0,0,0,0,0
2024,5,22,22,0,0,0,0,0,0,0
2024,5,22,23,0,0,0,0,0,0,0
2024,5,23,0,0,0,0,0,0,0,0
2024,5,23,1,0,0,0,0,0,0,0
2024,5,23,2,0,0,0,0,0,0,0
2024,5,23,3,0,0,0,0,0,0,0
2024,5,23,4,0,0,0,0,0,0,0
2024,5,23,5,0,0,0,0,0,0,0
2024,5,23,6,0,0,0,0,0,0,0
2024,5,23,7,0,0,0,0,0,0,0
2024,5,23,8,0,17,0,0,0,0,0
2024,5,23,9,0,52,0,0,0,0,0
2024,5,23,10,0,6,45,0,0,0,0
2024,5,23,11,0,0,40,0,0,0,0
2024,5,23,12,0,13,3,31,0,0,0
2024,5,23,13,24,24,0,0,0,0,0
2024,5,23,14,37,0,0,0,0,0,10
2024,5,23,15,0,2,0,0,30,0,5
2024,5,23,16,36,18,0,0,0,0,0
2024,5,23,17,54,0,0,0,0,0,0
2024,5,23,18,8,14,0,0,0,23,0
2024,5,23,19,0,47,0,0,0,0,0
2024,5,23,20,28,2,0,0,0,0,0
2024,5,23,21,0,0,0,0,0,0,0
2024,5,23,22,0,0,0,0,0,0,0
2024,5,23,23,0,0,0,0,0,0,0
2024,5,24,0,0,0,0,0,0,0,0
2024,5,24,1,0,0,0,0,0,0,0
2024,5,24,2,0,0,0,0,0,0,0
2024,5,24,3,0,0,0,0,0,0,0
2024,5,24,4,0,0,0,0,0,0,0
2024,5,24,5,0,0,0,0,0,0,0
2024,5,24,6,0,0,0,0,0,0,0
2024,5,24,7,0,0,0,0,0,0,0
2024,5,24,8,4,0,0,0,0,0,0
2024,5,24,9,4,28,0,0,0,0,0
2024,5,24,10,40,0,0,0,0,0,0
2024,5,24,11,53,0,0,0,0,0,0
2024,5,24,12,3,39,0,0,0,0,0
2024,5,24,13,0,31,0,0,0,0,19
2024,5,24,14,0,0,0,0,32,0,17
2024,5,24,15,0,0,0,0,7,42,0
2024,5,24,16,0,24,6,0,0,12,0
2024,5,24,17,0,0,27,25,0,0,0
2024,5,24,18,0,0,0,38,0,0,0
2024,5,24,19,0,20,0,24,0,0,0
2024,5,24,20,11,33,0,0,0,0,0
2024,5,24,21,0,0,0,0,0,0,0
2024,5,24,22,0,0,0,0,0,0,0
2024,5,24,23,0,0,0,0,0,0,0
2024,5,25,0,0,0,0,0,0,0,0
2024,5,25,1,0,0,0,0,0,0,0
2024,5,25,2,0,0,0,0,0,0,0
2024,5,25,3,0,0,0,0,0,0,0
2024,5,25,4,0,0,0,0,0,0,0
2024,5,25,5,0,0,0,0,0,0,0
2024,5,25,6,0,0,0,0,0,0,0
2024,5,25,7,0,0,0,0,0,0,0
2024,5,25,8,0,0,0,0,0,0,0
2024,5,25,9,0,34,0,0,0,0,0
2024,5,25,10,28,6,0,0,0,0,0
2024,5,25,11,47,0,0,0,0,0,0
2024,5,25,12,19,26,0,0,0,0,0
2024,5,25,13,0,25,19,0,0,0,0
2024,5,25,14,0,0,55,0,0,0,0
2024,5,25,15,0,14,1,0,0,29,0
2024,5,25,16,11,20,0,0,0,0,0
2024,5,25,17,44,0,0,7,0,0,0
2024,5,25,18,0,0,0,40,0,0,0
2024,5,25,19,0,14,0,22,0,0,0
2024,5,25,20,4,46,0,0,0,0,0
2024,5,25,21,0,0,0,0,0,0,0
2024,5,25,22,0,0,0,0,0,0,0
2024,5,25,23,0,0,0,0,0,0,0
2024,5,26,0,0,0,0,0,0,0,0
2024,5,26,1,0,0,0,0,0,0,0
2024,5,26,2,0,0,0,0,0,0,0
