Year,Month,Day,Hour,N_Room,N_Dinning Room,N_Gym,N_Therapy Room,N_Living Room,N_Terrace,N_TV Room
2024,5,5,12,0,57,0,3,0,0,0
2024,5,5,13,0,46,0,0,14,0,0
2024,5,5,14,0,0,0,0,60,0,0
2024,5,5,15,22,3,0,0,17,18,0
2024,5,5,16,0,39,0,21,0,0,0
2024,5,5,17,0,0,0,60,0,0,0
2024,5,5,18,0,0,0,0,0,0,60
2024,5,5,19,0,35,0,0,0,0,25
2024,5,5,20,14,46,0,0,0,0,0
2024,5,5,21,60,0,0,0,0,0,0
2024,5,5,22,60,0,0,0,0,0,0
2024,5,5,23,59,0,0,0,0,0,0
2024,5,6,0,60,0,0,0,0,0,0
2024,5,6,1,60,0,0,0,0,0,0
2024,5,6,2,60,0,0,0,0,0,0
2024,5,6,3,60,0,0,0,0,0,0
2024,5,6,4,60,0,0,0,0,0,0
2024,5,6,5,60,0,0,0,0,0,0
2024,5,6,6,60,0,0,0,0,0,0
2024,5,6,7,60,0,0,0,0,0,0
2024,5,6,8,60,0,0,0,0,0,0
2024,5,6,9,18,42,0,0,0,0,0
2024,5,6,10,59,1,0,0,0,0,0
2024,5,6,11,60,0,0,0,0,0,0
2024,5,6,12,13,47,0,0,0,0,0
2024,5,6,13,0,45,15,0,0,0,0
2024,5,6,14,0,0,41,0,0,19,0
2024,5,6,15,0,1,0,0,0,59,0
2024,5,6,16,13,47,0,0,0,0,0
2024,5,6,17,60,0,0,0,0,0,0
2024,5,6,18,0,0,0,60,0,0,0
2024,5,6,19,0,27,0,33,0,0,0
2024,5,6,20,26,34,0,0,0,0,0
2024,5,6,21,60,0,0,0,0,0,0
2024,5,6,22,60,0,0,0,0,0,0
2024,5,6,23,59,0,0,0,0,0,0
2024,5,7,0,60,0,0,0,0,0,0
2024,5,7,1,60,0,0,0,0,0,0
2024,5,7,2,60,0,0,0,0,0,0
2024,5,7,3,60,0,0,0,0,0,0
2024,5,7,4,60,0,0,0,0,0,0
2024,5,7,5,60,0,0,0,0,0,0
2024,5,7,6,60,0,0,0,0,0,0
2024,5,7,7,60,0,0,0,0,0,0
2024,5,7,8,43,17,0,0,0,0,0
2024,5,7,9,11,49,0,0,0,0,0
2024,5,7,10,60,0,0,0,0,0,0
2024,5,7,11,60,0,0,0,0,0,0
2024,5,7,12,16,44,0,0,0,0,0
2024,5,7,13,0,30,0,0,0,0,30
2024,5,7,14,0,0,0,0,17,0,43
2024,5,7,15,0,11,0,0,40,9,0
2024,5,7,16,0,16,44,0,0,0,0
2024,5,7,17,0,0,45,15,0,0,0
2024,5,7,18,0,0,0,60,0,0,0
2024,5,7,19,0,52,0,8,0,0,0
2024,5,7,20,21,39,0,0,0,0,0
2024,5,7,21,60,0,0,0,0,0,0
2024,5,7,22,60,0,0,0,0,0,0
2024,5,7,23,59,0,0,0,0,0,0
2024,5,8,0,60,0,0,0,0,0,0
2024,5,8,1,60,0,0,0,0,0,0
2024,5,8,2,60,0,0,0,0,0,0
2024,5,8,3,60,0,0,0,0,0,0
2024,5,8,4,60,0,0,0,0,0,0
2024,5,8,5,60,0,0,0,0,0,0
2024,5,8,6,60,0,0,0,0,0,0
2024,5,8,7,60,0,0,0,0,0,0
2024,5,8,8,60,0,0,0,0,0,0
2024,5,8,9,17,43,0,0,0,0,0
2024,5,8,10,49,11,0,0,0,0,0
2024,5,8,11,60,0,0,0,0,0,0
2024,5,8,12,23,37,0,0,0,0,0
2024,5,8,13,0,24,0,0,36,0,0
2024,5,8,14,0,0,0,0,57,3,0
2024,5,8,15,0,0,17,0,0,43,0
2024,5,8,16,0,31,12,17,0,0,0
2024,5,8,17,0,0,0,21,0,0,39
2024,5,8,18,48,0,0,0,0,0,12
2024,5,8,19,8,52,0,0,0,0,0
2024,5,8,20,45,15,0,0,0,0,0
2024,5,8,21,60,0,0,0,0,0,0
2024,5,8,22,60,0,0,0,0,0,0
2024,5,8,23,59,0,0,0,0,0,0
2024,5,9,0,60,0,0,0,0,0,0
2024,5,9,1,60,0,0,0,0,0,0
2024,5,9,2,60,0,0,0,0,0,0
2024,5,9,3,60,0,0,0,0,0,0
2024,5,9,4,60,0,0,0,0,0,0
2024,5,9,5,60,0,0,0,0,0,0
2024,5,9,6,60,0,0,0,0,0,0
2024,5,9,7,60,0,0,0,0,0,0
2024,5,9,8,46,14,0,0,0,0,0
2024,5,9,9,0,58,2,0,0,0,0
2024,5,9,10,0,0,60,0,0,0,0
2024,5,9,11,0,1,17,42,0,0,0
2024,5,9,12,0,60,0,0,0,0,0
2024,5,9,13,0,13,0,0,47,0,0
2024,5,9,14,0,0,0,0,60,0,0
2024,5,9,15,26,6,0,0,17,11,0
2024,5,9,16,0,48,0,12,0,0,0
2024,5,9,17,0,0,0,60,0,0,0
2024,5,9,18,0,0,0,31,0,0,29
2024,5,9,19,0,28,0,0,0,0,32
2024,5,9,20,23,37,0,0,0,0,0
2024,5,9,21,60,0,0,0,0,0,0
2024,5,9,22,60,0,0,0,0,0,0
2024,5,9,23,59,0,0,0,0,0,0
2024,5,10,0,60,0,0,0,0,0,0
2024,5,10,1,60,0,0,0,0,0,0
2024,5,10,2,60,0,0,0,0,0,0
2024,5,10,3,60,0,0,0,0,0,0
2024,5,10,4,60,0,0,0,0,0,0
2024,5,10,5,60,0,0,0,0,0,0
2024,5,10,6,60,0,0,0,0,0,0
2024,5,10,7,60,0,0,0,0,0,0
2024,5,10,8,46,14,0,0,0,0,0
2024,5,10,9,0,51,9,0,0,0,0
2024,5,10,10,0,0,60,0,0,0,0
2024,5,10,11,0,0,46,14,0,0,0
2024,5,10,12,0,60,0,0,0,0,0
2024,5,10,13,21,39,0,0,0,0,0
2024,5,10,14,60,0,0,0,0,0,0
2024,5,10,15,9,0,0,0,23,0,28
2024,5,10,16,21,37,0,0,2,0,0
2024,5,10,17,60,0,0,0,0,0,0
2024,5,10,18,45,0,0,0,0,15,0
2024,5,10,19,0,58,0,0,0,2,0
2024,5,10,20,36,24,0,0,0,0,0
2024,5,10,21,60,0,0,0,0,0,0
2024,5,10,22,60,0,0,0,0,0,0
2024,5,10,23,59,0,0,0,0,0,0
2024,5,11,0,60,0,0,0,0,0,0
2024,5,11,1,60,0,0,0,0,0,0
2024,5,11,2,60,0,0,0,0,0,0
2024,5,11,3,60,0,0,0,0,0,0
2024,5,11,4,60,0,0,0,0,0,0
2024,5,11,5,60,0,0,0,0,0,0
2024,5,11,6,60,0,0,0,0,0,0
2024,5,11,7,60,0,0,0,0,0,0
2024,5,11,8,45,15,0,0,0,0,0
2024,5,11,9,0,60,0,0,0,0,0
2024,5,11,10,0,2,58,0,0,0,0
2024,5,11,11,0,0,8,52,0,0,0
2024,5,11,12,0,43,0,17,0,0,0
2024,5,11,13,0,25,0,0,35,0,0
2024,5,11,14,0,0,0,0,60,0,0
2024,5,11,15,40,0,0,0,16,4,0
2024,5,11,16,5,13,0,42,0,0,0
2024,5,11,17,0,0,0,60,0,0,0
2024,5,11,18,0,1,0,11,0,0,48
2024,5,11,19,0,60,0,0,0,0,0
2024,5,11,20,27,33,0,0,0,0,0
2024,5,11,21,60,0,0,0,0,0,0
2024,5,11,22,60,0,0,0,0,0,0
2024,5,11,23,59,0,0,0,0,0,0
2024,5,12,0,60,0,0,0,0,0,0
2024,5,12,1,60,0,0,0,0,0,0
2024,5,12,2,60,0,0,0,0,0,0
2024,5,12,3,60,0,0,0,0,0,0
2024,5,12,4,60,0,0,0,0,0,0
2024,5,12,5,60,0,0,0,0,0,0
2024,5,12,6,60,0,0,0,0,0,0
2024,5,12,7,60,0,0,0,0,0,0
2024,5,12,8,54,6,0,0,0,0,0
2024,5,12,9,0,60,0,0,0,0,0
2024,5,12,10,55,5,0,0,0,0,0
2024,5,12,11,60,0,0,0,0,0,0
2024,5,12,12,21,39,0,0,0,0,0
2024,5,12,13,0,36,24,0,0,0,0
2024,5,12,14,0,0,60,0,0,0,0
2024,5,12,15,0,19,17,0,0,24,0
2024,5,12,16,16,44,0,0,0,0,0
2024,5,12,17,60,0,0,0,0,0,0
2024,5,12,18,31,0,0,29,0,0,0
2024,5,12,19,0,48,0,12,0,0,0
2024,5,12,20,42,18,0,0,0,0,0
2024,5,12,21,60,0,0,0,0,0,0
2024,5,12,22,60,0,0,0,0,0,0
2024,5,12,23,59,0,0,0,0,0,0
2024,5,13,0,60,0,0,0,0,0,0
2024,5,13,1,60,0,0,0,0,0,0
2024,5,13,2,60,0,0,0,0,0,0
2024,5,13,3,60,0,0,0,0,0,0
2024,5,13,4,60,0,0,0,0,0,0
2024,5,13,5,60,0,0,0,0,0,0
2024,5,13,6,60,0,0,0,0,0,0
2024,5,13,7,60,0,0,0,0,0,0
2024,5,13,8,60,0,0,0,0,0,0
2024,5,13,9,4,56,0,0,0,0,0
2024,5,13,10,59,1,0,0,0,0,0
2024,5,13,11,60,0,0,0,0,0,0
2024,5,13,12,23,37,0,0,0,0,0
2024,5,13,13,0,46,0,0,0,0,14
2024,5,13,14,0,0,0,0,0,0,60
2024,5,13,15,0,2,0,0,47,9,2
2024,5,13,16,0,39,21,0,0,0,0
2024,5,13,17,0,0,18,42,0,0,0
2024,5,13,18,0,0,0,60,0,0,0
2024,5,13,19,0,50,0,10,0,0,0
2024,5,13,20,24,36,0,0,0,0,0
2024,5,13,21,60,0,0,0,0,0,0
2024,5,13,22,60,0,0,0,0,0,0
2024,5,13,23,59,0,0,0,0,0,0
2024,5,14,0,60,0,0,0,0,0,0
2024,5,14,1,60,0,0,0,0,0,0
2024,5,14,2,60,0,0,0,0,0,0
2024,5,14,3,60,0,0,0,0,0,0
2024,5,14,4,60,0,0,0,0,0,0
2024,5,14,5,60,0,0,0,0,0,0
2024,5,14,6,60,0,0,0,0,0,0
2024,5,14,7,60,0,0,0,0,0,0
2024,5,14,8,60,0,0,0,0,0,0
2024,5,14,9,10,50,0,0,0,0,0
2024,5,14,10,60,0,0,0,0,0,0
2024,5,14,11,60,0,0,0,0,0,0
2024,5,14,12,22,38,0,0,0,0,0
2024,5,14,13,0,23,0,0,37,0,0
2024,5,14,14,0,0,0,0,27,33,0
2024,5,14,15,0,0,29,0,0,31,0
2024,5,14,16,0,7,5,48,0,0,0
2024,5,14,17,8,0,0,16,0,0,36
2024,5,14,18,60,0,0,0,0,0,0
2024,5,14,19,32,28,0,0,0,0,0
2024,5,14,20,27,33,0,0,0,0,0
2024,5,14,21,60,0,0,0,0,0,0
2024,5,14,22,60,0,0,0,0,0,0
2024,5,14,23,59,0,0,0,0,0,0
2024,5,15,0,60,0,0,0,0,0,0
2024,5,15,1,60,0,0,0,0,0,0
2024,5,15,2,60,0,0,0,0,0,0
2024,5,15,3,60,0,0,0,0,0,0
2024,5,15,4,60,0,0,0,0,0,0
2024,5,15,5,60,0,0,0,0,0,0
2024,5,15,6,60,0,0,0,0,0,0
2024,5,15,7,60,0,0,0,0,0,0
2024,5,15,8,60,0,0,0,0,0,0
2024,5,15,9,14,46,0,0,0,0,0
2024,5,15,10,0,12,48,0,0,0,0
2024,5,15,11,0,0,50,10,0,0,0
2024,5,15,12,0,41,0,19,0,0,0
2024,5,15,13,22,38,0,0,0,0,0
2024,5,15,14,52,0,0,0,0,0,8
2024,5,15,15,0,13,0,0,5,0,42
2024,5,15,16,22,38,0,0,0,0,0
2024,5,15,17,60,0,0,0,0,0,0
2024,5,15,18,43,0,0,0,0,17,0
2024,5,15,19,0,48,0,0,0,12,0
2024,5,15,20,44,16,0,0,0,0,0
2024,5,15,21,60,0,0,0,0,0,0
2024,5,15,22,60,0,0,0,0,0,0
2024,5,15,23,59,0,0,0,0,0,0
2024,5,16,0,60,0,0,0,0,0,0
2024,5,16,1,60,0,0,0,0,0,0
2024,5,16,2,60,0,0,0,0,0,0
2024,5,16,3,60,0,0,0,0,0,0
2024,5,16,4,60,0,0,0,0,0,0
2024,5,16,5,60,0,0,0,0,0,0
2024,5,16,6,60,0,0,0,0,0,0
2024,5,16,7,60,0,0,0,0,0,0
2024,5,16,8,60,0,0,0,0,0,0
2024,5,16,9,7,53,0,0,0,0,0
2024,5,16,10,0,0,42,18,0,0,0
2024,5,16,11,0,0,0,60,0,0,0
2024,5,16,12,0,35,0,25,0,0,0
2024,5,16,13,0,16,0,0,44,0,0
2024,5,16,14,0,0,0,0,60,0,0
2024,5,16,15,36,0,0,0,8,16,0
2024,5,16,16,6,39,0,15,0,0,0
2024,5,16,17,0,0,0,60,0,0,0
2024,5,16,18,0,1,0,23,0,0,36
2024,5,16,19,0,60,0,0,0,0,0
2024,5,16,20,24,36,0,0,0,0,0
2024,5,16,21,60,0,0,0,0,0,0
2024,5,16,22,60,0,0,0,0,0,0
2024,5,16,23,59,0,0,0,0,0,0
2024,5,17,0,60,0,0,0,0,0,0
2024,5,17,1,60,0,0,0,0,0,0
2024,5,17,2,60,0,0,0,0,0,0
2024,5,17,3,60,0,0,0,0,0,0
2024,5,17,4,60,0,0,0,0,0,0
2024,5,17,5,60,0,0,0,0,0,0
2024,5,17,6,60,0,0,0,0,0,0
2024,5,17,7,60,0,0,0,0,0,0
2024,5,17,8,41,19,0,0,0,0,0
2024,5,17,9,18,42,0,0,0,0,0
2024,5,17,10,60,0,0,0,0,0,0
2024,5,17,11,60,0,0,0,0,0,0
2024,5,17,12,26,34,0,0,0,0,0
2024,5,17,13,0,18,0,0,0,0,42
2024,5,17,14,0,0,0,0,29,0,31
2024,5,17,15,0,0,0,0,60,0,0
2024,5,17,16,0,32,25,0,3,0,0
2024,5,17,17,0,0,16,44,0,0,0
2024,5,17,18,0,0,0,60,0,0,0
2024,5,17,19,0,27,0,33,0,0,0
2024,5,17,20,46,14,0,0,0,0,0
2024,5,17,21,60,0,0,0,0,0,0
2024,5,17,22,60,0,0,0,0,0,0
2024,5,17,23,59,0,0,0,0,0,0
2024,5,18,0,60,0,0,0,0,0,0
2024,5,18,1,60,0,0,0,0,0,0
2024,5,18,2,60,0,0,0,0,0,0
2024,5,18,3,60,0,0,0,0,0,0
2024,5,18,4,60,0,0,0,0,0,0
2024,5,18,5,60,0,0,0,0,0,0
2024,5,18,6,60,0,0,0,0,0,0
2024,5,18,7,60,0,0,0,0,0,0
2024,5,18,8,60,0,0,0,0,0,0
2024,5,18,9,17,43,0,0,0,0,0
2024,5,18,10,41,19,0,0,0,0,0
2024,5,18,11,57,3,0,0,0,0,0
2024,5,18,12,0,60,0,0,0,0,0
2024,5,18,13,0,33,27,0,0,0,0
2024,5,18,14,0,0,51,0,0,9,0
2024,5,18,15,0,6,0,0,0,54,0
2024,5,18,16,39,21,0,0,0,0,0
2024,5,18,17,60,0,0,0,0,0,0
2024,5,18,18,34,0,0,26,0,0,0
2024,5,18,19,0,40,0,20,0,0,0
2024,5,18,20,46,14,0,0,0,0,0
2024,5,18,21,60,0,0,0,0,0,0
2024,5,18,22,60,0,0,0,0,0,0
2024,5,18,23,59,0,0,0,0,0,0
2024,5,19,0,60,0,0,0,0,0,0
2024,5,19,1,60,0,0,0,0,0,0
2024,5,19,2,60,0,0,0,0,0,0
2024,5,19,3,60,0,0,0,0,0,0
2024,5,19,4,60,0,0,0,0,0,0
2024,5,19,5,60,0,0,0,0,0,0
2024,5,19,6,60,0,0,0,0,0,0
2024,5,19,7,60,0,0,0,0,0,0
2024,5,19,8,60,0,0,0,0,0,0
2024,5,19,9,3,57,0,0,0,0,0
2024,5,19,10,59,1,0,0,0,0,0
2024,5,19,11,60,0,0,0,0,0,0
2024,5,19,12,31,29,0,0,0,0,0
2024,5,19,13,0,23,0,0,37,0,0
2024,5,19,14,0,0,0,0,37,23,0
2024,5,19,15,0,0,3,0,0,57,0
2024,5,19,16,0,40,2,18,0,0,0
2024,5,19,17,0,0,0,24,0,0,36
2024,5,19,18,53,0,0,0,0,0,7
2024,5,19,19,32,28,0,0,0,0,0
2024,5,19,20,13,47,0,0,0,0,0
2024,5,19,21,60,0,0,0,0,0,0
2024,5,19,22,60,0,0,0,0,0,0
2024,5,19,23,59,0,0,0,0,0,0
2024,5,20,0,60,0,0,0,0,0,0
2024,5,20,1,60,0,0,0,0,0,0
2024,5,20,2,60,0,0,0,0,0,0
2024,5,20,3,60,0,0,0,0,0,0
2024,5,20,4,60,0,0,0,0,0,0
2024,5,20,5,60,0,0,0,0,0,0
2024,5,20,6,60,0,0,0,0,0,0
2024,5,20,7,60,0,0,0,0,0,0
2024,5,20,8,60,0,0,0,0,0,0
2024,5,20,9,6,41,13,0,0,0,0
2024,5,20,10,0,0,60,0,0,0,0
2024,5,20,11,0,0,38,22,0,0,0
2024,5,20,12,0,47,0,13,0,0,0
2024,5,20,13,43,17,0,0,0,0,0
2024,5,20,14,60,0,0,0,0,0,0
2024,5,20,15,19,15,0,0,11,0,15
2024,5,20,16,25,35,0,0,0,0,0
2024,5,20,17,60,0,0,0,0,0,0
2024,5,20,18,18,1,0,0,0,41,0
2024,5,20,19,0,60,0,0,0,0,0
2024,5,20,20,43,17,0,0,0,0,0
2024,5,20,21,60,0,0,0,0,0,0
2024,5,20,22,60,0,0,0,0,0,0
2024,5,20,23,59,0,0,0,0,0,0
2024,5,21,0,60,0,0,0,0,0,0
2024,5,21,1,60,0,0,0,0,0,0
2024,5,21,2,60,0,0,0,0,0,0
2024,5,21,3,60,0,0,0,0,0,0
2024,5,21,4,60,0,0,0,0,0,0
2024,5,21,5,60,0,0,0,0,0,0
2024,5,21,6,60,0,0,0,0,0,0
2024,5,21,7,60,0,0,0,0,0,0
2024,5,21,8,46,14,0,0,0,0,0
2024,5,21,9,0,60,0,0,0,0,0
2024,5,21,10,44,16,0,0,0,0,0
2024,5,21,11,60,0,0,0,0,0,0
2024,5,21,12,14,46,0,0,0,0,0
2024,5,21,13,0,49,0,0,11,0,0
2024,5,21,14,0,0,0,0,26,34,0
2024,5,21,15,0,0,6,0,0,54,0
2024,5,21,16,0,20,4,36,0,0,0
2024,5,21,17,7,0,0,48,0,0,5
2024,5,21,18,57,3,0,0,0,0,0
2024,5,21,19,0,60,0,0,0,0,0
2024,5,21,20,48,12,0,0,0,0,0
2024,5,21,21,60,0,0,0,0,0,0
2024,5,21,22,60,0,0,0,0,0,0
2024,5,21,23,59,0,0,0,0,0,0
2024,5,22,0,60,0,0,0,0,0,0
2024,5,22,1,60,0,0,0,0,0,0
2024,5,22,2,60,0,0,0,0,0,0
2024,5,22,3,60,0,0,0,0,0,0
2024,5,22,4,60,0,0,0,0,0,0
2024,5,22,5,60,0,0,0,0,0,0
2024,5,22,6,60,0,0,0,0,0,0
2024,5,22,7,60,0,0,0,0,0,0
2024,5,22,8,54,6,0,0,0,0,0
2024,5,22,9,0,46,14,0,0,0,0
2024,5,22,10,0,0,60,0,0,0,0
2024,5,22,11,0,0,13,47,0,0,0
2024,5,22,12,0,51,0,9,0,0,0
2024,5,22,13,0,11,0,0,49,0,0
2024,5,22,14,0,0,0,0,47,13,0
2024,5,22,15,43,0,0,0,0,17,0
2024,5,22,16,13,28,0,19,0,0,0
2024,5,22,17,0,0,0,60,0,0,0
2024,5,22,18,0,0,0,7,0,0,53
2024,5,22,19,0,49,0,0,0,0,11
2024,5,22,20,19,41,0,0,0,0,0
2024,5,22,21,60,0,0,0,0,0,0
2024,5,22,22,60,0,0,0,0,0,0
2024,5,22,23,59,0,0,0,0,0,0
2024,5,23,0,60,0,0,0,0,0,0
2024,5,23,1,60,0,0,0,0,0,0
2024,5,23,2,60,0,0,0,0,0,0
2024,5,23,3,60,0,0,0,0,0,0
2024,5,23,4,60,0,0,0,0,0,0
2024,5,23,5,60,0,0,0,0,0,0
2024,5,23,6,60,0,0,0,0,0,0
2024,5,23,7,60,0,0,0,0,0,0
2024,5,23,8,60,0,0,0,0,0,0
2024,5,23,9,15,45,0,0,0,0,0
2024,5,23,10,0,6,54,0,0,0,0
2024,5,23,11,0,0,44,16,0,0,0
2024,5,23,12,0,39,0,21,0,0,0
2024,5,23,13,22,38,0,0,0,0,0
2024,5,23,14,60,0,0,0,0,0,0
2024,5,23,15,13,7,0,0,11,0,29
2024,5,23,16,22,38,0,0,0,0,0
2024,5,23,17,60,0,0,0,0,0,0
2024,5,23,18,30,0,0,0,0,30,0
2024,5,23,19,0,58,0,0,0,2,0
2024,5,23,20,33,27,0,0,0,0,0
2024,5,23,21,60,0,0,0,0,0,0
2024,5,23,22,60,0,0,0,0,0,0
2024,5,23,23,59,0,0,0,0,0,0
2024,5,24,0,60,0,0,0,0,0,0
2024,5,24,1,60,0,0,0,0,0,0
2024,5,24,2,60,0,0,0,0,0,0
2024,5,24,3,60,0,0,0,0,0,0
2024,5,24,4,60,0,0,0,0,0,0
2024,5,24,5,60,0,0,0,0,0,0
2024,5,24,6,60,0,0,0,0,0,0
2024,5,24,7,60,0,0,0,0,0,0
2024,5,24,8,43,17,0,0,0,0,0
2024,5,24,9,4,56,0,0,0,0,0
2024,5,24,10,60,0,0,0,0,0,0
2024,5,24,11,60,0,0,0,0,0,0
2024,5,24,12,25,35,0,0,0,0,0
2024,5,24,13,0,43,0,0,0,0,17
2024,5,24,14,0,0,0,0,16,0,44
2024,5,24,15,0,7,0,0,32,21,0
2024,5,24,16,0,49,11,0,0,0,0
2024,5,24,17,0,0,31,29,0,0,0
2024,5,24,18,0,0,0,60,0,0,0
2024,5,24,19,0,46,0,14,0,0,0
2024,5,24,20,34,26,0,0,0,0,0
2024,5,24,21,60,0,0,0,0,0,0
2024,5,24,22,60,0,0,0,0,0,0
2024,5,24,23,59,0,0,0,0,0,0
2024,5,25,0,60,0,0,0,0,0,0
2024,5,25,1,60,0,0,0,0,0,0
2024,5,25,2,60,0,0,0,0,0,0
2024,5,25,3,60,0,0,0,0,0,0
2024,5,25,4,60,0,0,0,0,0,0
2024,5,25,5,60,0,0,0,0,0,0
2024,5,25,6,60,0,0,0,0,0,0
2024,5,25,7,60,0,0,0,0,0,0
2024,5,25,8,60,0,0,0,0,0,0
2024,5,25,9,12,48,0,0,0,0,0
2024,5,25,10,60,0,0,0,0,0,0
2024,5,25,11,60,0,0,0,0,0,0
2024,5,25,12,33,27,0,0,0,0,0
2024,5,25,13,0,14,46,0,0,0,0
2024,5,25,14,0,0,60,0,0,0,0
2024,5,25,15,0,0,12,0,0,48,0
2024,5,25,16,42,15,0,0,0,3,0
2024,5,25,17,60,0,0,0,0,0,0
2024,5,25,18,29,0,0,31,0,0,0
2024,5,25,19,0,51,0,9,0,0,0
2024,5,25,20,19,41,0,0,0,0,0
2024,5,25,21,60,0,0,0,0,0,0
2024,5,25,22,60,0,0,0,0,0,0
2024,5,25,23,59,0,0,0,0,0,0
2024,5,26,0,60,0,0,0,0,0,0
2024,5,26,1,60,0,0,0,0,0,0
2024,5,26,2,60,0,0,0,0,0,0
